Filename,Site,Biotic_Soundtype_Richness,Wind_rain,Anthrophony,Cicadas.Stridulations,ACI,ADI,AEve,BioA,H,M,NDSI,NDSI_Bio,NDSI_Anth,ARic,Ht,year,Season,day,hour,min,sec,time,TOD,TOD_by_Season,mean.rich,mean.rich_Szn
GENKAOP_20170705_193000.wav,GENKAOP,4,0,1,1,0.599265213,0.816302112,0.505012114,0.458547881,0.842771285,0.204695214,0.995038163,0.636586799,0.005088811,0.634337457,0.99187726,2017,Summer,5,19,30,0,05/07/2017 19:30,Dusk,Summer_Dusk,3.428571429,4.1875
GENKAOP_20170710_000000.wav,GENKAOP,4,0,1,0,0.606888964,0.612539407,0.759809638,0.30145963,0.77725574,0.040289245,0.965372475,0.422358502,0.035568438,0.073195803,0.987245546,2017,Summer,10,0,0,0,10/07/2017 00:00,Night,Summer_Night,3.428571429,4.1875
GENKAOP_20170710_053000.wav,GENKAOP,5,0,1,1,0.598535136,0.80447809,0.524694448,0.432231909,0.827349634,0.237925415,0.997495572,0.613100813,0.002887302,0.693225519,0.992188422,2017,Summer,10,5,30,0,10/07/2017 05:30,Dawn,Summer_Dawn,3.428571429,4.1875
GENKAOP_20170710_120000.wav,GENKAOP,3,0,1,1,0.592591907,0.729921596,0.619189317,0.294682324,0.86657616,0.129141975,0.97994298,0.716532164,0.022640241,0.392752373,0.989974693,2017,Summer,10,12,0,0,10/07/2017 12:00,Day,Summer_Day,3.428571429,4.1875
GENKAOP_20170710_193000.wav,GENKAOP,3,0,1,1,0.595710715,0.750577495,0.595262951,0.478741965,0.836980261,0.190280131,0.994855084,0.637017555,0.005251008,0.573786689,0.991532767,2017,Summer,10,19,30,0,10/07/2017 19:30,Dusk,Summer_Dusk,3.428571429,4.1875
GENKAOP_20170715_000000.wav,GENKAOP,3,0,1,0,0.611508298,0.508205795,0.838490638,0.333761694,0.764109634,0.043919044,0.917876307,0.410188089,0.099930086,0.044620191,0.982546196,2017,Summer,15,0,0,0,15/07/2017 00:00,Night,Summer_Night,3.428571429,4.1875
GENKAOP_20170715_053000.wav,GENKAOP,5,0,1,1,0.59330348,0.75445072,0.596152425,0.373303216,0.825272031,0.148551901,0.995898874,0.60902663,0.004836097,0.614973073,0.992071352,2017,Summer,15,5,30,0,15/07/2017 05:30,Dawn,Summer_Dawn,3.428571429,4.1875
GENKAOP_20170715_120000.wav,GENKAOP,3,0,1,1,0.589747299,0.728367698,0.628634637,0.354759853,0.840767001,0.149475845,0.983395892,0.644330789,0.019983167,0.481165451,0.990864687,2017,Summer,15,12,0,0,15/07/2017 12:00,Day,Summer_Day,3.428571429,4.1875
GENKAOP_20170715_193000.wav,GENKAOP,4,0,1,1,0.595113532,0.802382022,0.52966295,0.388377622,0.845934582,0.12905285,0.989100131,0.626270184,0.013876318,0.565236433,0.9917877,2017,Summer,15,19,30,0,15/07/2017 19:30,Dusk,Summer_Dusk,3.428571429,4.1875
GENKAOP_20170720_000000.wav,GENKAOP,5,0,1,0,0.606924291,0.750309454,0.625292302,0.309925377,0.777918096,0.038769133,0.976075216,0.433911314,0.025319396,0.111025626,0.99091448,2017,Summer,20,0,0,0,20/07/2017 00:00,Night,Summer_Night,3.428571429,4.1875
GENKAOP_20170720_053000.wav,GENKAOP,7,0,1,1,0.595273341,0.698277755,0.664409183,0.293846304,0.834225334,0.08654732,0.988140413,0.643386941,0.013087382,0.31954598,0.989456469,2017,Summer,20,5,30,0,20/07/2017 05:30,Dawn,Summer_Dawn,3.428571429,4.1875
GENKAOP_20170720_120000.wav,GENKAOP,4,0,1,1,0.593481793,0.750681624,0.611982406,0.249217759,0.828496422,0.116938859,0.974457651,0.625216477,0.029778707,0.361149753,0.989484276,2017,Summer,20,12,0,0,20/07/2017 12:00,Day,Summer_Day,3.428571429,4.1875
GENKAOP_20170720_193000.wav,GENKAOP,5,0,1,1,0.596440791,0.742526916,0.610493467,0.335740453,0.841016583,0.087372186,0.973512872,0.6116058,0.031119264,0.473164032,0.991584422,2017,Summer,20,19,30,0,20/07/2017 19:30,Dusk,Summer_Dusk,3.428571429,4.1875
GENKAOP_20171015_000000.wav,GENKAOP,4,0,1,0,0.606863731,0.644415638,0.720439415,0.280757554,0.798665979,0.025634017,0.813593074,0.558274474,0.32865637,0.009244867,0.983298285,2017,Autumn,15,0,0,0,15/10/2017 00:00,Night,Autumn_Night,3.428571429,2.875
GENKAOP_20171015_063000.wav,GENKAOP,1,0,1,1,0.606813265,0.995032002,0.073268039,0.314377633,0.951051786,0.347054033,0.996103223,0.943974331,0.006892677,0.729952063,0.992264724,2017,Autumn,15,6,30,0,15/10/2017 06:30,Dawn,Autumn_Dawn,3.428571429,2.875
GENKAOP_20171015_120000.wav,GENKAOP,2,0,1,1,0.601731325,0.979412362,0.155270818,0.338031983,0.96258224,0.33039806,0.994285348,0.972445083,0.009909266,0.569514365,0.991152038,2017,Autumn,15,12,0,0,15/10/2017 12:00,Day,Autumn_Day,3.428571429,2.875
GENKAOP_20171015_180000.wav,GENKAOP,6,0,1,0,0.606690464,0.396036601,0.891892447,0.268096434,0.677790936,0.055812455,0.219984072,0.108060296,0.978194028,0.067265132,0.981951651,2017,Autumn,15,18,0,0,15/10/2017 18:00,Dusk,Autumn_Dusk,3.428571429,2.875
GENKAOP_20171020_000000.wav,GENKAOP,4,1,1,0,0.607476054,0.250121847,0.950054419,0.300744168,0.711009112,0.027138469,0.440979352,0.27586197,0.971377346,0.000335781,0.960426398,2017,Autumn,20,0,0,0,20/10/2017 00:00,Night,Autumn_Night,3.428571429,2.875
GENKAOP_20171020_063000.wav,GENKAOP,2,0,1,1,0.60650374,0.98302559,0.162956634,0.252620246,0.923607338,0.261627759,0.994271148,0.708533681,0.010883425,0.277782105,0.98655459,2017,Autumn,20,6,30,0,20/10/2017 06:30,Dawn,Autumn_Dawn,3.428571429,2.875
GENKAOP_20171020_120000.wav,GENKAOP,2,0,1,1,0.634917858,0.984143188,0.108327004,0.275461121,0.896402355,0.309889148,0.980516381,0.728475607,0.015209317,0.600204957,0.991459954,2017,Autumn,20,12,0,0,20/10/2017 12:00,Day,Autumn_Day,3.428571429,2.875
GENKAOP_20171020_180000.wav,GENKAOP,2,1,1,0,0.61247893,0.502239762,0.818031611,0.326521146,0.681053472,0.12649829,0.202106094,0.098710392,0.979982147,0.375167189,0.98970049,2017,Autumn,20,18,0,0,20/10/2017 18:00,Dusk,Autumn_Dusk,3.428571429,2.875
GENKAOP_20180105_000000.wav,GENKAOP,4,0,1,0,0.607987444,0.92495112,0.344220554,0.338666476,0.832708,0.050321901,0.894370722,0.688345913,0.119764491,0.157917787,0.989376693,2018,Winter,5,0,0,0,05/01/2018 00:00,Night,Winter_Night,3.428571429,2.1875
GENKAOP_20180105_070000.wav,GENKAOP,3,0,1,0,0.609816,0.453036733,0.856641808,0.210698006,0.692188233,0.045143118,0.688311489,0.539351478,0.651427431,0.029134415,0.979212412,2018,Winter,5,7,0,0,05/01/2018 07:00,Dawn,Winter_Dawn,3.428571429,2.1875
GENKAOP_20180105_120000.wav,GENKAOP,1,1,1,0,0.608342389,0.496920246,0.833712142,0.086940284,0.721996991,0.096966796,0.27724816,0.143380169,0.977105008,0.224094592,0.9865086,2018,Winter,5,12,0,0,05/01/2018 12:00,Day,Winter_Day,3.428571429,2.1875
GENKAOP_20180105_183000.wav,GENKAOP,1,1,1,0,0.610408136,0.32187967,0.922606822,0.105870639,0.742302807,0.136201549,0.356126101,0.204339046,0.959126869,0.185079257,0.984523656,2018,Winter,5,18,30,0,05/01/2018 18:30,Dusk,Winter_Dusk,3.428571429,2.1875
